"","IntervalStart","Temperature"
"784","2/2/2011 15:00",68.9
"785","2/2/2011 16:00",64.9
"786","2/2/2011 17:00",63.9
"787","2/2/2011 18:00",60.4
"788","2/2/2011 19:00",58.1
"789","2/2/2011 20:00",55.9
"790","2/2/2011 21:00",54.8
"791","2/2/2011 22:00",55.8
"792","2/2/2011 23:00",56.3
"793","2/3/2011 0:00",56.9
"794","2/3/2011 1:00",54.8
"795","2/3/2011 2:00",52.7
"796","2/3/2011 3:00",52.7
"797","2/3/2011 4:00",49.7
"798","2/3/2011 5:00",48.9
"799","2/3/2011 6:00",47.6
"800","2/3/2011 7:00",45
"801","2/3/2011 8:00",43
"802","2/3/2011 9:00",40.3
"803","2/3/2011 10:00",42.7
"804","2/3/2011 11:00",42.2
"805","2/3/2011 12:00",42.6
"806","2/3/2011 13:00",41.3
"807","2/3/2011 14:00",42.7
"808","2/3/2011 15:00",43.4
"809","2/3/2011 16:00",44.3
"810","2/3/2011 17:00",43.2
"811","2/3/2011 18:00",44.7
"812","2/3/2011 19:00",43.8
"813","2/3/2011 20:00",43.1
"814","2/3/2011 21:00",43.1
"815","2/3/2011 22:00",41.9
"816","2/3/2011 23:00",40.2
"817","2/4/2011 0:00",41.1
"818","2/4/2011 1:00",39.3
"819","2/4/2011 2:00",37.7
"820","2/4/2011 3:00",37.7
"821","2/4/2011 4:00",37.5
"822","2/4/2011 5:00",37.7
"823","2/4/2011 6:00",36.6
"824","2/4/2011 7:00",35.7
"825","2/4/2011 8:00",36.7
"826","2/4/2011 9:00",36.2
"827","2/4/2011 10:00",36.7
"828","2/4/2011 11:00",37.6
"829","2/4/2011 12:00",38.2
"830","2/4/2011 13:00",39
"831","2/4/2011 14:00",42
"832","2/4/2011 15:00",44.1
"833","2/4/2011 16:00",43.2
"834","2/4/2011 17:00",43.6
"835","2/4/2011 18:00",44.4
"836","2/4/2011 19:00",43.8
"837","2/4/2011 20:00",41.4
"838","2/4/2011 21:00",41.1
"839","2/4/2011 22:00",42.1
"840","2/4/2011 23:00",41.6
"841","2/5/2011 0:00",43.4
"842","2/5/2011 1:00",42.2
"843","2/5/2011 2:00",44.1
"844","2/5/2011 3:00",46.3
"845","2/5/2011 4:00",43.5
"846","2/5/2011 5:00",44.8
"847","2/5/2011 6:00",43.2
"848","2/5/2011 7:00",45.9
"849","2/5/2011 8:00",46.2
"850","2/5/2011 9:00",47.5
"851","2/5/2011 10:00",51.2
"852","2/5/2011 11:00",58.9
"853","2/5/2011 12:00",62.8
"854","2/5/2011 13:00",62.6
"855","2/5/2011 14:00",65.2
"856","2/5/2011 15:00",62.3
"857","2/5/2011 16:00",60.5
"858","2/5/2011 17:00",59.7
"859","2/5/2011 18:00",56.6
"860","2/5/2011 19:00",52.7
"861","2/5/2011 20:00",52.6
"862","2/5/2011 21:00",51.1
"863","2/5/2011 22:00",51.3
"864","2/5/2011 23:00",50.2
"865","2/6/2011 0:00",48.5
"866","2/6/2011 1:00",47.1
"867","2/6/2011 2:00",46.7
"868","2/6/2011 3:00",45.3
"869","2/6/2011 4:00",45.4
"870","2/6/2011 5:00",45.8
"871","2/6/2011 6:00",44.4
"872","2/6/2011 7:00",43.2
"873","2/6/2011 8:00",44.4
"874","2/6/2011 9:00",46
"875","2/6/2011 10:00",47.9
"876","2/6/2011 11:00",50.9
"877","2/6/2011 12:00",52.4
"878","2/6/2011 13:00",54.2
"879","2/6/2011 14:00",54.7
"880","2/6/2011 15:00",53.8
"881","2/6/2011 16:00",53.6
"882","2/6/2011 17:00",50.4
"883","2/6/2011 18:00",47.7
"884","2/6/2011 19:00",44.6
"885","2/6/2011 20:00",43.2
"886","2/6/2011 21:00",43.2
"887","2/6/2011 22:00",39.7
"888","2/6/2011 23:00",38.3
"889","2/7/2011 0:00",39.7
"890","2/7/2011 1:00",38.2
"891","2/7/2011 2:00",43.7
"892","2/7/2011 3:00",41.8
"893","2/7/2011 4:00",41.5
"894","2/7/2011 5:00",41.3
"895","2/7/2011 6:00",41.3
"896","2/7/2011 7:00",41.6
"897","2/7/2011 8:00",42.2
"898","2/7/2011 9:00",43.4
"899","2/7/2011 10:00",47.8
"900","2/7/2011 11:00",49.1
"901","2/7/2011 12:00",49
"902","2/7/2011 13:00",51.6
"903","2/7/2011 14:00",51.3
"904","2/7/2011 15:00",50.3
"905","2/7/2011 16:00",48
"906","2/7/2011 17:00",46.2
"907","2/7/2011 18:00",46.3
"908","2/7/2011 19:00",46.2
"909","2/7/2011 20:00",46.6
"910","2/7/2011 21:00",46.9
"911","2/7/2011 22:00",45.9
"912","2/7/2011 23:00",47.8
"913","2/8/2011 0:00",46.4
"914","2/8/2011 1:00",47.5
"915","2/8/2011 2:00",47.4
"916","2/8/2011 3:00",46.4
"917","2/8/2011 4:00",47.7
"918","2/8/2011 5:00",48
"919","2/8/2011 6:00",46.7
"920","2/8/2011 7:00",46.3
"921","2/8/2011 8:00",45.6
"922","2/8/2011 9:00",46.9
"923","2/8/2011 10:00",48.2
"924","2/8/2011 11:00",50.7
"925","2/8/2011 12:00",51
"926","2/8/2011 13:00",53.8
"927","2/8/2011 14:00",53.6
"928","2/8/2011 15:00",53.3
"929","2/8/2011 16:00",52.4
"930","2/8/2011 17:00",51.8
"931","2/8/2011 18:00",47.7
"932","2/8/2011 19:00",45.9
"933","2/8/2011 20:00",41.6
"934","2/8/2011 21:00",40.5
"935","2/8/2011 22:00",34.8
"936","2/8/2011 23:00",36.3
"937","2/9/2011 0:00",36.4
"938","2/9/2011 1:00",35.4
"939","2/9/2011 2:00",34.7
"940","2/9/2011 3:00",33.7
"941","2/9/2011 4:00",32.3
"942","2/9/2011 5:00",32.5
"943","2/9/2011 6:00",30.7
"944","2/9/2011 7:00",29.6
"945","2/9/2011 8:00",31.5
"946","2/9/2011 9:00",36.5
"947","2/9/2011 10:00",41.5
"948","2/9/2011 11:00",43.8
"949","2/9/2011 12:00",44.5
"950","2/9/2011 13:00",46.4
"951","2/9/2011 14:00",46.5
"952","2/9/2011 15:00",47.5
"953","2/9/2011 16:00",44.8
"954","2/9/2011 17:00",41.7
"955","2/9/2011 18:00",41.9
"956","2/9/2011 19:00",41.5
"957","2/9/2011 20:00",42.1
"958","2/9/2011 21:00",41.5
"959","2/9/2011 22:00",41.8
"960","2/9/2011 23:00",42.3
"961","2/10/2011 0:00",41.6
"962","2/10/2011 1:00",40.6
"963","2/10/2011 2:00",40.7
"964","2/10/2011 3:00",39.4
"965","2/10/2011 4:00",37.6
"966","2/10/2011 5:00",36.4
"967","2/10/2011 6:00",37.4
"968","2/10/2011 7:00",36
"969","2/10/2011 8:00",36.5
"970","2/10/2011 9:00",35.8
"971","2/10/2011 10:00",36.9
"972","2/10/2011 11:00",36.6
"973","2/10/2011 12:00",39.5
"974","2/10/2011 13:00",38.1
"975","2/10/2011 14:00",38
"976","2/10/2011 15:00",37.3
"977","2/10/2011 16:00",37.4
"978","2/10/2011 17:00",36.7
"979","2/10/2011 18:00",35.2
"980","2/10/2011 19:00",32.2
"981","2/10/2011 20:00",31.3
"982","2/10/2011 21:00",31
"983","2/10/2011 22:00",27.7
"984","2/10/2011 23:00",28.5
"985","2/11/2011 0:00",29
"986","2/11/2011 1:00",26.8
"987","2/11/2011 2:00",26.3
"988","2/11/2011 3:00",26.4
"989","2/11/2011 4:00",25.6
"990","2/11/2011 5:00",27.6
"991","2/11/2011 6:00",28
"992","2/11/2011 7:00",29.8
"993","2/11/2011 8:00",31.4
"994","2/11/2011 9:00",32.8
"995","2/11/2011 10:00",34.6
"996","2/11/2011 11:00",35.2
"997","2/11/2011 12:00",35
"998","2/11/2011 13:00",35.4
"999","2/11/2011 14:00",36.3
"1000","2/11/2011 15:00",35.7
"1001","2/11/2011 16:00",36.4
"1002","2/11/2011 17:00",37.4
"1003","2/11/2011 18:00",37.1
"1004","2/11/2011 19:00",36.3
"1005","2/11/2011 20:00",34.9
"1006","2/11/2011 21:00",32.8
"1007","2/11/2011 22:00",30.7
"1008","2/11/2011 23:00",31.5
"1009","2/12/2011 0:00",30.5
"1010","2/12/2011 1:00",28.9
"1011","2/12/2011 2:00",28.2
"1012","2/12/2011 3:00",27.4
"1013","2/12/2011 4:00",28.5
"1014","2/12/2011 5:00",30
"1015","2/12/2011 6:00",31.9
"1016","2/12/2011 7:00",29.8
"1017","2/12/2011 8:00",31.7
"1018","2/12/2011 9:00",38.2
"1019","2/12/2011 10:00",43.8
"1020","2/12/2011 11:00",48
"1021","2/12/2011 12:00",49.1
"1022","2/12/2011 13:00",51.7
"1023","2/12/2011 14:00",53.6
"1024","2/12/2011 15:00",55.7
"1025","2/12/2011 16:00",54.3
"1026","2/12/2011 17:00",53.4
"1027","2/12/2011 18:00",49.7
"1028","2/12/2011 19:00",45.3
"1029","2/12/2011 20:00",42.2
"1030","2/12/2011 21:00",39.9
"1031","2/12/2011 22:00",39.6
"1032","2/12/2011 23:00",36.7
"1033","2/13/2011 0:00",35.7
"1034","2/13/2011 1:00",33
"1035","2/13/2011 2:00",32.6
"1036","2/13/2011 3:00",30.4
"1037","2/13/2011 4:00",29.8
"1038","2/13/2011 5:00",29.8
"1039","2/13/2011 6:00",29.8
"1040","2/13/2011 7:00",27
"1041","2/13/2011 8:00",30.4
"1042","2/13/2011 9:00",40.2
"1043","2/13/2011 10:00",49
"1044","2/13/2011 11:00",51.1
"1045","2/13/2011 12:00",53.3
"1046","2/13/2011 13:00",54
"1047","2/13/2011 14:00",54.9
"1048","2/13/2011 15:00",56
"1049","2/13/2011 16:00",57.6
"1050","2/13/2011 17:00",56.4
"1051","2/13/2011 18:00",50.1
"1052","2/13/2011 19:00",47.4
"1053","2/13/2011 20:00",45.3
"1054","2/13/2011 21:00",44.3
"1055","2/13/2011 22:00",45.8
"1056","2/13/2011 23:00",45.9
"1057","2/14/2011 0:00",46.5
"1058","2/14/2011 1:00",45
"1059","2/14/2011 2:00",43.6
"1060","2/14/2011 3:00",45
"1061","2/14/2011 4:00",45.4
"1062","2/14/2011 5:00",45.6
"1063","2/14/2011 6:00",44.5
"1064","2/14/2011 7:00",44.6
"1065","2/14/2011 8:00",48.9
"1066","2/14/2011 9:00",53.9
"1067","2/14/2011 10:00",57.2
"1068","2/14/2011 11:00",62.6
"1069","2/14/2011 12:00",64.9
"1070","2/14/2011 13:00",68.3
"1071","2/14/2011 14:00",67.4
"1072","2/14/2011 15:00",68.3
"1073","2/14/2011 16:00",65.1
"1074","2/14/2011 17:00",61.3
"1075","2/14/2011 18:00",57.4
"1076","2/14/2011 19:00",54.3
"1077","2/14/2011 20:00",51.8
"1078","2/14/2011 21:00",50.3
"1079","2/14/2011 22:00",50.8
"1080","2/14/2011 23:00",47.4
"1081","2/15/2011 0:00",45.9
"1082","2/15/2011 1:00",52.5
"1083","2/15/2011 2:00",47.8
"1084","2/15/2011 3:00",48.4
"1085","2/15/2011 4:00",45
"1086","2/15/2011 5:00",43.4
"1087","2/15/2011 6:00",39.3
"1088","2/15/2011 7:00",39.3
"1089","2/15/2011 8:00",43.3
"1090","2/15/2011 9:00",50.6
"1091","2/15/2011 10:00",52.9
"1092","2/15/2011 11:00",53.9
"1093","2/15/2011 12:00",55.4
"1094","2/15/2011 13:00",57
"1095","2/15/2011 14:00",59
"1096","2/15/2011 15:00",57.6
"1097","2/15/2011 16:00",56.3
"1098","2/15/2011 17:00",53.3
"1099","2/15/2011 18:00",49.2
"1100","2/15/2011 19:00",47.7
"1101","2/15/2011 20:00",46.2
"1102","2/15/2011 21:00",45.2
"1103","2/15/2011 22:00",45.7
"1104","2/15/2011 23:00",45.7
"1105","2/16/2011 0:00",44.1
"1106","2/16/2011 1:00",37.9
"1107","2/16/2011 2:00",33.2
"1108","2/16/2011 3:00",33.5
"1109","2/16/2011 4:00",33.6
"1110","2/16/2011 5:00",32.2
"1111","2/16/2011 6:00",33.4
"1112","2/16/2011 7:00",32.6
"1113","2/16/2011 8:00",37.5
"1114","2/16/2011 9:00",45.3
"1115","2/16/2011 10:00",49.9
"1116","2/16/2011 11:00",52
"1117","2/16/2011 12:00",58
"1118","2/16/2011 13:00",55.9
"1119","2/16/2011 14:00",57.9
"1120","2/16/2011 15:00",57.7
"1121","2/16/2011 16:00",56.2
"1122","2/16/2011 17:00",56.5
"1123","2/16/2011 18:00",55.8
"1124","2/16/2011 19:00",47.6
"1125","2/16/2011 20:00",48.9
"1126","2/16/2011 21:00",44.2
"1127","2/16/2011 22:00",44.6
"1128","2/16/2011 23:00",42.8
"1129","2/17/2011 0:00",42.4
"1130","2/17/2011 1:00",41.3
"1131","2/17/2011 2:00",39.4
"1132","2/17/2011 3:00",40.3
"1133","2/17/2011 4:00",41.6
"1134","2/17/2011 5:00",40.5
"1135","2/17/2011 6:00",41.2
"1136","2/17/2011 7:00",38.8
"1137","2/17/2011 8:00",44.8
"1138","2/17/2011 9:00",56.5
"1139","2/17/2011 10:00",66.1
"1140","2/17/2011 11:00",66.9
"1141","2/17/2011 12:00",68.1
"1142","2/17/2011 13:00",69.1
"1143","2/17/2011 14:00",70.7
"1144","2/17/2011 15:00",67
"1145","2/17/2011 16:00",69.2
"1146","2/17/2011 17:00",66.2
"1147","2/17/2011 18:00",62.1
"1148","2/17/2011 19:00",60.5
"1149","2/17/2011 20:00",59.2
"1150","2/17/2011 21:00",57.9
"1151","2/17/2011 22:00",60
"1152","2/17/2011 23:00",57.9
"1153","2/18/2011 0:00",60.8
"1154","2/18/2011 1:00",61.7
"1155","2/18/2011 2:00",60.6
"1156","2/18/2011 3:00",60
"1157","2/18/2011 4:00",60.5
"1158","2/18/2011 5:00",59.1
"1159","2/18/2011 6:00",57
"1160","2/18/2011 7:00",57.8
"1161","2/18/2011 8:00",58.4
"1162","2/18/2011 9:00",62.7
"1163","2/18/2011 10:00",67.8
"1164","2/18/2011 11:00",70.7
"1165","2/18/2011 12:00",72.7
"1166","2/18/2011 13:00",74.4
"1167","2/18/2011 14:00",73.2
"1168","2/18/2011 15:00",72
"1169","2/18/2011 16:00",69.9
"1170","2/18/2011 17:00",68.2
"1171","2/18/2011 18:00",65
"1172","2/18/2011 19:00",61.7
"1173","2/18/2011 20:00",59.1
"1174","2/18/2011 21:00",56.9
"1175","2/18/2011 22:00",58.9
"1176","2/18/2011 23:00",56
"1177","2/19/2011 0:00",55.3
"1178","2/19/2011 1:00",56.1
"1179","2/19/2011 2:00",55
"1180","2/19/2011 3:00",54.2
"1181","2/19/2011 4:00",54.8
"1182","2/19/2011 5:00",55.1
"1183","2/19/2011 6:00",54.6
"1184","2/19/2011 7:00",55.9
"1185","2/19/2011 8:00",56.6
"1186","2/19/2011 9:00",62.6
"1187","2/19/2011 10:00",66.2
"1188","2/19/2011 11:00",69
"1189","2/19/2011 12:00",69.1
"1190","2/19/2011 13:00",71.7
"1191","2/19/2011 14:00",73.3
"1192","2/19/2011 15:00",73.2
"1193","2/19/2011 16:00",71.5
"1194","2/19/2011 17:00",68.9
"1195","2/19/2011 18:00",66.1
"1196","2/19/2011 19:00",61.4
"1197","2/19/2011 20:00",56.5
"1198","2/19/2011 21:00",53.6
"1199","2/19/2011 22:00",58.5
"1200","2/19/2011 23:00",55.2
"1201","2/20/2011 0:00",51.9
"1202","2/20/2011 1:00",48
"1203","2/20/2011 2:00",48.3
"1204","2/20/2011 3:00",45.3
"1205","2/20/2011 4:00",41.5
"1206","2/20/2011 5:00",45.9
"1207","2/20/2011 6:00",38.3
"1208","2/20/2011 7:00",34.6
"1209","2/20/2011 8:00",41
"1210","2/20/2011 9:00",50.1
"1211","2/20/2011 10:00",53.4
"1212","2/20/2011 11:00",56.4
"1213","2/20/2011 12:00",58.7
"1214","2/20/2011 13:00",58.1
"1215","2/20/2011 14:00",57.7
"1216","2/20/2011 15:00",58.1
"1217","2/20/2011 16:00",53.4
"1218","2/20/2011 17:00",51.7
"1219","2/20/2011 18:00",50
"1220","2/20/2011 19:00",50.8
"1221","2/20/2011 20:00",50.8
"1222","2/20/2011 21:00",49.6
"1223","2/20/2011 22:00",51.7
"1224","2/20/2011 23:00",50.9
"1225","2/21/2011 0:00",51.3
"1226","2/21/2011 1:00",51.2
"1227","2/21/2011 2:00",54
"1228","2/21/2011 3:00",55.9
"1229","2/21/2011 4:00",62.2
"1230","2/21/2011 5:00",63.8
"1231","2/21/2011 6:00",63.5
"1232","2/21/2011 7:00",62
"1233","2/21/2011 8:00",63.6
"1234","2/21/2011 9:00",66.1
"1235","2/21/2011 10:00",68
"1236","2/21/2011 11:00",71
"1237","2/21/2011 12:00",73.7
"1238","2/21/2011 13:00",74.4
"1239","2/21/2011 14:00",74.7
"1240","2/21/2011 15:00",73.1
"1241","2/21/2011 16:00",72
"1242","2/21/2011 17:00",66.2
"1243","2/21/2011 18:00",62.6
"1244","2/21/2011 19:00",61.1
"1245","2/21/2011 20:00",59
"1246","2/21/2011 21:00",61
"1247","2/21/2011 22:00",61.2
"1248","2/21/2011 23:00",61.6
"1249","2/22/2011 0:00",63.2
"1250","2/22/2011 1:00",62.7
"1251","2/22/2011 2:00",62.5
"1252","2/22/2011 3:00",61.4
"1253","2/22/2011 4:00",61.8
"1254","2/22/2011 5:00",60.9
"1255","2/22/2011 6:00",61.5
"1256","2/22/2011 7:00",59.6
"1257","2/22/2011 8:00",58.9
"1258","2/22/2011 9:00",59.3
"1259","2/22/2011 10:00",56.4
"1260","2/22/2011 11:00",52.9
"1261","2/22/2011 12:00",52.2
"1262","2/22/2011 13:00",51.1
"1263","2/22/2011 14:00",52.8
"1264","2/22/2011 15:00",58.3
"1265","2/22/2011 16:00",52
"1266","2/22/2011 17:00",50.3
"1267","2/22/2011 18:00",48.2
"1268","2/22/2011 19:00",46.7
"1269","2/22/2011 20:00",45.1
"1270","2/22/2011 21:00",43.2
"1271","2/22/2011 22:00",42.7
"1272","2/22/2011 23:00",40.7
"1273","2/23/2011 0:00",38.9
"1274","2/23/2011 1:00",38.7
"1275","2/23/2011 2:00",37.1
"1276","2/23/2011 3:00",36.1
"1277","2/23/2011 4:00",35.5
"1278","2/23/2011 5:00",34.4
"1279","2/23/2011 6:00",35.6
"1280","2/23/2011 7:00",32.6
"1281","2/23/2011 8:00",35.6
"1282","2/23/2011 9:00",39.7
"1283","2/23/2011 10:00",42.6
"1284","2/23/2011 11:00",46.5
"1285","2/23/2011 12:00",50.5
"1286","2/23/2011 13:00",53.2
"1287","2/23/2011 14:00",56.9
"1288","2/23/2011 15:00",58.6
"1289","2/23/2011 16:00",58.7
"1290","2/23/2011 17:00",54.5
"1291","2/23/2011 18:00",50.8
"1292","2/23/2011 19:00",46.5
"1293","2/23/2011 20:00",45.7
"1294","2/23/2011 21:00",44.3
"1295","2/23/2011 22:00",45.5
"1296","2/23/2011 23:00",46.4
"1297","2/24/2011 0:00",42.2
"1298","2/24/2011 1:00",42.7
"1299","2/24/2011 2:00",40.4
"1300","2/24/2011 3:00",39.7
"1301","2/24/2011 4:00",38.7
"1302","2/24/2011 5:00",38.2
"1303","2/24/2011 6:00",37.7
"1304","2/24/2011 7:00",35.1
"1305","2/24/2011 8:00",41.5
"1306","2/24/2011 9:00",52.6
"1307","2/24/2011 10:00",55
"1308","2/24/2011 11:00",57
"1309","2/24/2011 12:00",57.8
"1310","2/24/2011 13:00",61.8
"1311","2/24/2011 14:00",61
"1312","2/24/2011 15:00",60.3
"1313","2/24/2011 16:00",62.1
"1314","2/24/2011 17:00",57.2
"1315","2/24/2011 18:00",56.7
"1316","2/24/2011 19:00",54.5
"1317","2/24/2011 20:00",56.9
"1318","2/24/2011 21:00",58.8
"1319","2/24/2011 22:00",59.4
"1320","2/24/2011 23:00",61.9
"1321","2/25/2011 0:00",64.1
"1322","2/25/2011 1:00",65.7
"1323","2/25/2011 2:00",63
"1324","2/25/2011 3:00",63.3
"1325","2/25/2011 4:00",62.6
"1326","2/25/2011 5:00",62.9
"1327","2/25/2011 6:00",63.5
"1328","2/25/2011 7:00",66.7
"1329","2/25/2011 8:00",67.7
"1330","2/25/2011 9:00",66.9
"1331","2/25/2011 10:00",66.6
"1332","2/25/2011 11:00",67.2
"1333","2/25/2011 12:00",61.1
"1334","2/25/2011 13:00",62.9
"1335","2/25/2011 14:00",67.9
"1336","2/25/2011 15:00",67.6
"1337","2/25/2011 16:00",69
"1338","2/25/2011 17:00",68.3
"1339","2/25/2011 18:00",62.9
"1340","2/25/2011 19:00",59.8
"1341","2/25/2011 20:00",59.7
"1342","2/25/2011 21:00",56.9
"1343","2/25/2011 22:00",52.2
"1344","2/25/2011 23:00",55.1
"1345","2/26/2011 0:00",53.7
"1346","2/26/2011 1:00",48.4
"1347","2/26/2011 2:00",47.5
"1348","2/26/2011 3:00",46.7
"1349","2/26/2011 4:00",44.5
"1350","2/26/2011 5:00",41.2
"1351","2/26/2011 6:00",38.8
"1352","2/26/2011 7:00",40
"1353","2/26/2011 8:00",47.1
"1354","2/26/2011 9:00",49.5
"1355","2/26/2011 10:00",51.3
"1356","2/26/2011 11:00",53.1
"1357","2/26/2011 12:00",53.5
"1358","2/26/2011 13:00",56.4
"1359","2/26/2011 14:00",58.2
"1360","2/26/2011 15:00",59.1
"1361","2/26/2011 16:00",60
"1362","2/26/2011 17:00",59.9
"1363","2/26/2011 18:00",57
"1364","2/26/2011 19:00",55.1
"1365","2/26/2011 20:00",52
"1366","2/26/2011 21:00",49.5
"1367","2/26/2011 22:00",49
"1368","2/26/2011 23:00",47.3
"1369","2/27/2011 0:00",45.9
"1370","2/27/2011 1:00",43.3
"1371","2/27/2011 2:00",44.6
"1372","2/27/2011 3:00",48.6
"1373","2/27/2011 4:00",49.4
"1374","2/27/2011 5:00",49.5
"1375","2/27/2011 6:00",50
"1376","2/27/2011 7:00",53
"1377","2/27/2011 8:00",52.6
"1378","2/27/2011 9:00",55.3
"1379","2/27/2011 10:00",64.1
"1380","2/27/2011 11:00",69.7
"1381","2/27/2011 12:00",77.5
"1382","2/27/2011 13:00",78.4
"1383","2/27/2011 14:00",79.7
"1384","2/27/2011 15:00",78.6
"1385","2/27/2011 16:00",75.9
"1386","2/27/2011 17:00",73.1
"1387","2/27/2011 18:00",69.3
"1388","2/27/2011 19:00",62.6
"1389","2/27/2011 20:00",60.1
"1390","2/27/2011 21:00",59.1
"1391","2/27/2011 22:00",60.9
"1392","2/27/2011 23:00",60.8
"1393","2/28/2011 0:00",59
"1394","2/28/2011 1:00",55.9
"1395","2/28/2011 2:00",62.3
"1396","2/28/2011 3:00",60.8
"1397","2/28/2011 4:00",63
"1398","2/28/2011 5:00",63.8
"1399","2/28/2011 6:00",63.9
"1400","2/28/2011 7:00",64.6
"1401","2/28/2011 8:00",66.2
"1402","2/28/2011 9:00",69.1
"1403","2/28/2011 10:00",71
"1404","2/28/2011 11:00",70.9
"1405","2/28/2011 12:00",73.1
"1406","2/28/2011 13:00",72.9
"1407","2/28/2011 14:00",77.2
"1408","2/28/2011 15:00",76.5
"1409","2/28/2011 16:00",78.4
"1410","2/28/2011 17:00",74.1
"1411","2/28/2011 18:00",69
"1412","2/28/2011 19:00",68.8
"1413","2/28/2011 20:00",67.7
"1414","2/28/2011 21:00",68.2
"1415","2/28/2011 22:00",67
"1416","2/28/2011 23:00",62
